simple_number,unique_contrast_count,contrasts_in_NMA,record_id,aggregated,wwc_rating,measure_type,intervention_content,unique_study_count,...10,sort to match WWC data export,sortcode,TO1_NNMA,full_citation,contrast_name,subtract duplicated comparison samples,Abbreviated Citation,Abbreviated Citation for NNMA Paper,publication_year,OLD Abbreviated Citation,...21,study_design,contrast_id,OLD DONT USE,...25,New disaggregate,simplified contrast name (intervention),simplified contrast name (comparison),Link to MRG,contrast_primacy,measure_type_details,measure_intention,grade_level_key...33,...34,...35,...36,measure_name,domain,13domains_granularWWC,domain_numeric,intervention_n,comparison_n,full_sample_size,es_id,effect_size,standard_error,variance,contrast_name...48,subtract duplicated comparison samples from multicontrast studies to calculate overall sample size,TvsT,FULL WP,PART WP,FRACTIONS,WHOLE NUMBERS,NL_TX,N_TX,SEO_TX,...58,TES_TX,ES_TX,TV_TX,VF_TX,SV_TX,F_TX,FA_TX,FG_TX,FGA_TX,FAO_TX,FGO_TX,PRB_TX,PRM_TX,BX_TX,FB_TX,FC_TX,FBO_TX,FCO_TX,FBC_TX,FI_TX,FE_TX,FWOF_TX,FF_TX,FIO_TX,FEO_TX,FIE_TX,RS_TX,RV_TX,R2D_TX,R3D_TX,GS_TX,MS_TX,NL_COMP,N_COMP,SEO_COMP,TES_COMP,ES_COMP,TV_COMP,VF_COMP,SV_COMP,F_COMP,FA_COMP,FG_COMP,FGA_COMP,FAO_COMP,FGO_COMP,PRB_COMP,PRM_COMP,BX_COMP,FB_COMP,FC_COMP,FBO_COMP,FCO_COMP,FBC_COMP,FI_COMP,FE_COMP,FWOF_COMP,FF_COMP,FIO_COMP,FEO_COMP,FIE_COMP,RS_COMP,RV_COMP,R2D_COMP,R3D_COMP,GS_COMP,MS_COMP,intervention_prelim,comparison_prelim,Included in NMAs when n=1 were excluded,Included in NMAs when n=1 were INcluded,intervention_lowdose,comparison_lowdose,intervention_hi_or_lo,comparison_hi_or_lo,intervention_combo,comparison_combo,classrooms,schools,geographic_loc,TvsTwithICcodes,TvsTwithoutICcodes,control_nature,active_passive,control_nature_numeric,comparison_desc,control_group_relevance,dosage_minutes_per-session,dosage_weekly_freq,dosage_weeks,dosage_overall_minutes,dosage_overall_minutes_midpoint,dosage_overall_hours,group_size,group_size_average,group_size_category,grade_level,grade_level_key...156,Technology,setting,measure_class,measure_developer,measure_developer_numeric,interventionist_desc,interventionist,interventionist_numeric,initial_training,initial_training_duration,initial_training_format,ongoing_training,ongoing_training_with NR,ongoing_training_duration,ongoing_training_format,SPED or MD? (SK)NO!,research_lab,Checked,...175,...176,...177,...178,group1_id,group2_id,FF,FF.RS,NL.FF.RS,NL.RS,RS,VF.FF.RS,VF.RS,BAU,NL.SE.FF.RS,NL.SE.RS,NL.SE.VF.RS,SE.RS
84,NA,1,MI30061,IN,MWOR,Main,R,NA,NA,98,124,TO1,"Fuchs, L. S., Malone, A. S., Preacher, K. J., Fuchs, D., Wang, A. Y., & Pachmayr, R. (2019). Effects of fourth- and fifth-grade Super Solvers intervention on fraction magnitude understanding and calculation skill: A research report. Nashville, TN: Vanderbilt University.",Super Solvers (fraction magnitude intervention with word problems) with error analysis vs. Super Solvers (fraction magnitude intervention with word problems),NA,"Fuchs, Malone et al. (2019)","Fuchs, Malone et al. (2019)",2019,"Fuchs, Malone et al. (2019)",Match,Randomized Control Trial,88692,NA,NA,NO,NA,NA,NA,Secondary,NA,N/A,,NA,NA,NA,"National Assessment of Education Progress (NAEP-revised; U.S. Department of Education, 1990-2009), 17 selected items (Fuchs et al., 2019)",Rational Numbers,Rational Numbers Knowledge,3,46,45,91,294,0.12,0.20808477269758685,0.04404047353612571,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,1,1,1,NA,NA,1,NA,1,NA,NA,1,1,1,1,1,1,NA,NA,1,1,NA,,,1,NA,NA,1,NA,1,1,NA,1,1,NA,1,NA,1,1,NA,NA,1,NA,1,NA,NA,1,1,1,1,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,NA,1,1,NA,1,NL+SE+FF+RS,NL+FF+RS,X,X,TV,SEO+TV,NL+TES+FF+RS+TV,NL+FF+RS+SEO+TV,N or NL + TES or SEO + VF or TV  + FF or FWOF + RS or RV,N or NL + TES or SEO + VF or TV  + FF or FWOF + RS or RV,49,13,Southeast region,1,NA,Alternate Treatment,Active,1,Super Solvers (fraction magnitude intervention with word problems) with error analysis,,,,,,,26,,2,,4.5,,None,,researcher compiled,researcher developed,1,Tutors (graduate students),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,NA,NA,-1,0,0,NA,NA,0,1,0,0,0
84,NA,1,MI30061,IN,MWOR,Main,R,NA,NA,99,125,TO1,"Fuchs, L. S., Malone, A. S., Preacher, K. J., Fuchs, D., Wang, A. Y., & Pachmayr, R. (2019). Effects of fourth- and fifth-grade Super Solvers intervention on fraction magnitude understanding and calculation skill: A research report. Nashville, TN: Vanderbilt University.",Super Solvers (fraction magnitude intervention with word problems) with error analysis vs. Super Solvers (fraction magnitude intervention with word problems),NA,"Fuchs, Malone et al. (2019)","Fuchs, Malone et al. (2019)",2019,"Fuchs, Malone et al. (2019)",Match,Randomized Control Trial,88692,NA,NA,NO,NA,NA,NA,Secondary,NA,N/A,,NA,NA,NA,Number line estimation 0-2 Fraction Number Line,Rational Numbers,Rational Numbers Magnitude Understanding/Relative Magnitude Understanding,3,46,45,91,295,0.08,0.20798090384602266,0.043996517492169665,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,1,1,1,NA,NA,1,NA,1,NA,NA,1,1,1,1,1,1,NA,NA,1,1,NA,,,1,NA,NA,1,NA,1,1,NA,1,1,NA,1,NA,1,1,NA,NA,1,NA,1,NA,NA,1,1,1,1,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,NA,1,1,NA,1,NL+SE+FF+RS,NL+FF+RS,X,X,TV,SEO+TV,NL+TES+FF+RS+TV,NL+FF+RS+SEO+TV,N or NL + TES or SEO + VF or TV  + FF or FWOF + RS or RV,N or NL + TES or SEO + VF or TV  + FF or FWOF + RS or RV,49,13,Southeast region,1,NA,Alternate Treatment,Active,1,Super Solvers (fraction magnitude intervention with word problems) with error analysis,,,,,,,26,,2,,4.5,,None,,independent,researcher developed,1,Tutors (graduate students),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,NA,NA,-1,0,0,NA,NA,0,1,0,0,0
84,Unique,1,MI30061,IN,MWOR,Main,R,NA,NA,100,126,TO1,"Fuchs, L. S., Malone, A. S., Preacher, K. J., Fuchs, D., Wang, A. Y., & Pachmayr, R. (2019). Effects of fourth- and fifth-grade Super Solvers intervention on fraction magnitude understanding and calculation skill: A research report. Nashville, TN: Vanderbilt University.",Super Solvers (fraction magnitude intervention with word problems) with error analysis vs. Super Solvers (fraction magnitude intervention with word problems),NA,"Fuchs, Malone et al. (2019)","Fuchs, Malone et al. (2019)",2019,"Fuchs, Malone et al. (2019)",Match,Randomized Control Trial,88692,Unique,NA,NO,NA,NA,NA,Secondary,NA,N/A,,NA,NA,NA,Ordering Fractions,Rational Numbers,Rational Numbers Magnitude Understanding/Relative Magnitude Understanding,3,46,45,91,296,0.05,0.20793024896803633,0.04397508892074109,Super Solvers (fraction magnitude intervention with word problems) with error analysis vs. Super Solvers (fraction magnitude intervention with word problems),NA,1,NA,1,1,NA,1,NA,NA,NA,1,1,1,NA,NA,1,NA,1,NA,NA,1,1,1,1,1,1,NA,NA,1,1,NA,,,1,NA,NA,1,NA,1,1,NA,1,1,NA,1,NA,NA,1,NA,NA,1,NA,1,NA,NA,1,1,1,1,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,NA,1,1,NA,1,NL+SE+FF+RS,NL+FF+RS,X,X,TV,SEO+TV,NL+TES+FF+RS+TV,NL+FF+RS+SEO+TV,N or NL + TES or SEO + VF or TV  + FF or FWOF + RS or RV,N or NL + TES or SEO + VF or TV  + FF or FWOF + RS or RV,49,13,Southeast region,1,NA,Alternate Treatment,Active,1,Super Solvers (fraction magnitude intervention with word problems) with error analysis,,,,,,,26,,2,,4.5,,None,,researcher,researcher developed,1,Tutors (graduate students),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,NA,NA,-1,0,0,NA,NA,0,1,0,0,0
85,NA,1,MI30061,IN,MWR,Main,R,NA,NA,101,127,TO1,"Fuchs, L. S., Malone, A. S., Preacher, K. J., Fuchs, D., Wang, A. Y., & Pachmayr, R. (2019). Effects of fourth- and fifth-grade Super Solvers intervention on fraction magnitude understanding and calculation skill: A research report. Nashville, TN: Vanderbilt University.",Super Solvers (fraction magnitude intervention with word problems) with error analysis vs. Control,NA,"Fuchs, Malone et al. (2019)","Fuchs, Malone et al. (2019)",2019,"Fuchs, Malone et al. (2019)",Match,Randomized Control Trial,88693,NA,NA,NO,NA,NA,NA,Secondary,NA,NA,,NA,NA,NA,0-2 Fraction Number Line,Rational Numbers,Rational Numbers Magnitude Understanding/Relative Magnitude Understanding,3,45,52,97,297,1.35,0.2237085972053093,0.050847321349898666,NA,NA,0,NA,1,1,NA,1,NA,NA,NA,1,1,1,NA,NA,1,NA,1,NA,NA,1,1,1,1,1,1,NA,NA,1,1,NA,,,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+SE+FF+RS,BAU,X,X,TV,BAU,NL+TES+FF+RS+TV,BAU,N or NL + TES or SEO + VF or TV  + FF or FWOF + RS or RV,BAU,49,13,Southeast region,NA,NA,Control,Passive,0,Business as usual core mathematics instruction and any school provided intervention,,,,,,,26,,2,,4.5,,None,,independent,researcher developed,1,Tutors (graduate students),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,3,4,NA,NA,0,0,0,NA,NA,-1,1,0,0,0
85,NA,1,MI30061,IN,MWR,Main,R,NA,NA,102,128,TO1,"Fuchs, L. S., Malone, A. S., Preacher, K. J., Fuchs, D., Wang, A. Y., & Pachmayr, R. (2019). Effects of fourth- and fifth-grade Super Solvers intervention on fraction magnitude understanding and calculation skill: A research report. Nashville, TN: Vanderbilt University.",Super Solvers (fraction magnitude intervention with word problems) with error analysis vs. Control,NA,"Fuchs, Malone et al. (2019)","Fuchs, Malone et al. (2019)",2019,"Fuchs, Malone et al. (2019)",Match,Randomized Control Trial,88693,NA,NA,NO,NA,NA,NA,Secondary,NA,NA,,NA,NA,NA,"Fraction Calculations (Malone & Fuchs, 2017)",Rational Numbers,Rational Numbers Computation,3,45,52,97,298,1.98,0.24635124307552567,0.06166123887567186,NA,NA,0,NA,1,1,NA,1,NA,NA,NA,1,1,1,NA,NA,1,NA,1,NA,NA,1,1,1,1,1,1,NA,NA,1,1,NA,,,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+SE+FF+RS,BAU,X,X,TV,BAU,NL+TES+FF+RS+TV,BAU,N or NL + TES or SEO + VF or TV  + FF or FWOF + RS or RV,BAU,49,13,Southeast region,NA,NA,Control,Passive,0,Business as usual core mathematics instruction and any school provided intervention,,,,,,,26,,2,,4.5,,None,,researcher,researcher developed,1,Tutors (graduate students),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,3,4,NA,NA,0,0,0,NA,NA,-1,1,0,0,0
85,NA,1,MI30061,IN,MWR,Main,R,NA,NA,103,129,TO1,"Fuchs, L. S., Malone, A. S., Preacher, K. J., Fuchs, D., Wang, A. Y., & Pachmayr, R. (2019). Effects of fourth- and fifth-grade Super Solvers intervention on fraction magnitude understanding and calculation skill: A research report. Nashville, TN: Vanderbilt University.",Super Solvers (fraction magnitude intervention with word problems) with error analysis vs. Control,NA,"Fuchs, Malone et al. (2019)","Fuchs, Malone et al. (2019)",2019,"Fuchs, Malone et al. (2019)",Match,Randomized Control Trial,88693,NA,NA,NO,NA,NA,NA,Secondary,NA,NA,,NA,NA,NA,"National Assessment of Education Progress (NAEP-revised; U.S. Department of Education, 1990-2009), 17 selected items (Fuchs et al., 2019)",Rational Numbers,Rational Numbers Knowledge,3,45,52,97,299,0.11,0.20214036828521575,0.04151536258701207,NA,NA,0,NA,1,1,NA,1,NA,NA,NA,1,1,1,NA,NA,1,NA,1,NA,NA,1,1,1,1,1,1,NA,NA,1,1,NA,,,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+SE+FF+RS,BAU,X,X,TV,BAU,NL+TES+FF+RS+TV,BAU,N or NL + TES or SEO + VF or TV  + FF or FWOF + RS or RV,BAU,49,13,Southeast region,NA,NA,Control,Passive,0,Business as usual core mathematics instruction and any school provided intervention,,,,,,,26,,2,,4.5,,None,,researcher compiled,researcher developed,1,Tutors (graduate students),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,3,4,NA,NA,0,0,0,NA,NA,-1,1,0,0,0
85,Unique,1,MI30061,IN,MWR,Main,R,NA,NA,104,130,TO1,"Fuchs, L. S., Malone, A. S., Preacher, K. J., Fuchs, D., Wang, A. Y., & Pachmayr, R. (2019). Effects of fourth- and fifth-grade Super Solvers intervention on fraction magnitude understanding and calculation skill: A research report. Nashville, TN: Vanderbilt University.",Super Solvers (fraction magnitude intervention with word problems) with error analysis vs. Control,NA,"Fuchs, Malone et al. (2019)","Fuchs, Malone et al. (2019)",2019,"Fuchs, Malone et al. (2019)",Match,Randomized Control Trial,88693,Unique,NA,NO,NA,NA,NA,Secondary,NA,NA,,NA,NA,NA,Ordering Fractions,Rational Numbers,Rational Numbers Magnitude Understanding/Relative Magnitude Understanding,3,45,52,97,300,1.31,0.22249883400632148,0.050298867741651244,Super Solvers (fraction magnitude intervention with word problems) with error analysis vs. Control,NA,0,NA,1,1,NA,1,NA,NA,NA,1,1,1,NA,NA,1,NA,1,NA,NA,1,1,1,1,1,1,NA,NA,1,1,NA,,,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+SE+FF+RS,BAU,X,X,TV,BAU,NL+TES+FF+RS+TV,BAU,N or NL + TES or SEO + VF or TV  + FF or FWOF + RS or RV,BAU,49,13,Southeast region,NA,NA,Control,Passive,0,Business as usual core mathematics instruction and any school provided intervention,,,,,,,26,,2,,4.5,,None,,researcher,researcher developed,1,Tutors (graduate students),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,3,4,NA,NA,0,0,0,NA,NA,-1,1,0,0,0
86,NA,1,MI30061,IN,MWR,Main,R,NA,NA,104,131,TO1,"Fuchs, L. S., Malone, A. S., Preacher, K. J., Fuchs, D., Wang, A. Y., & Pachmayr, R. (2019). Effects of fourth- and fifth-grade Super Solvers intervention on fraction magnitude understanding and calculation skill: A research report. Nashville, TN: Vanderbilt University.",Super Solvers (fraction magnitude intervention with word problems) vs. Control,NA,"Fuchs, Malone et al. (2019)","Fuchs, Malone et al. (2019)",2019,"Fuchs, Malone et al. (2019)",Match,Randomized Control Trial,89453_disagg,NA,NA,YES,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0-2 Fraction Number Line,Rational Numbers,Rational Numbers Magnitude Understanding/Relative Magnitude Understanding,3,46,52,98,301,1.56,0.2292447685840866,0.05338622619616409,NA,NA,0,NA,1,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,1,1,1,1,1,1,NA,NA,1,1,NA,,,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+FF+RS,BAU,X,X,SEO+TV,BAU,NL+FF+RS+SEO+TV,BAU,N or NL + TES or SEO + VF or TV  + FF or FWOF + RS or RV,BAU,49,13,Southeast region,NA,NA,Control,Passive,0,Business as usual core mathematics instruction and any school provided intervention,,,,,,,26,,2,,4.5,,None,,independent,researcher developed,1,Tutors (graduate students),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,5,4,NA,NA,1,0,0,NA,NA,-1,0,0,0,0
86,NA,1,MI30061,IN,MWR,Main,R,NA,NA,104,132,TO1,"Fuchs, L. S., Malone, A. S., Preacher, K. J., Fuchs, D., Wang, A. Y., & Pachmayr, R. (2019). Effects of fourth- and fifth-grade Super Solvers intervention on fraction magnitude understanding and calculation skill: A research report. Nashville, TN: Vanderbilt University.",Super Solvers (fraction magnitude intervention with word problems) vs. Control,NA,"Fuchs, Malone et al. (2019)","Fuchs, Malone et al. (2019)",2019,"Fuchs, Malone et al. (2019)",Match,Randomized Control Trial,89453_disagg,NA,NA,YES,NA,NA,NA,NA,NA,NA,,NA,NA,NA,"Fraction Calculations (Malone & Fuchs, 2017)",Rational Numbers,Rational Numbers Magnitude Understanding/Relative Magnitude Understanding,3,46,52,98,302,1.867,0.24049366603637617,0.05875402721657225,NA,NA,0,NA,1,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,1,1,1,1,1,1,NA,NA,1,1,NA,,,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+FF+RS,BAU,X,X,SEO+TV,BAU,NL+FF+RS+SEO+TV,BAU,N or NL + TES or SEO + VF or TV  + FF or FWOF + RS or RV,BAU,49,13,Southeast region,NA,NA,Control,Passive,0,Business as usual core mathematics instruction and any school provided intervention,,,,,,,26,,2,,4.5,,None,,researcher,researcher developed,1,Tutors (graduate students),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,5,4,NA,NA,1,0,0,NA,NA,-1,0,0,0,0
86,NA,1,MI30061,IN,MWR,Main,R,NA,NA,104,133,TO1,"Fuchs, L. S., Malone, A. S., Preacher, K. J., Fuchs, D., Wang, A. Y., & Pachmayr, R. (2019). Effects of fourth- and fifth-grade Super Solvers intervention on fraction magnitude understanding and calculation skill: A research report. Nashville, TN: Vanderbilt University.",Super Solvers (fraction magnitude intervention with word problems) vs. Control,NA,"Fuchs, Malone et al. (2019)","Fuchs, Malone et al. (2019)",2019,"Fuchs, Malone et al. (2019)",Match,Randomized Control Trial,89453_disagg,NA,NA,YES,NA,NA,NA,NA,NA,NA,,NA,NA,NA,"National Assessment of Education Progress (NAEP-revised; U.S. Department of Education, 1990-2009), 17 selected items (Fuchs et al., 2019)",Rational Numbers,Rational Numbers Magnitude Understanding/Relative Magnitude Understanding,3,46,52,98,303,-0.04,0.20084477369973186,0.04097806293085796,NA,NA,0,NA,1,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,1,1,1,1,1,1,NA,NA,1,1,NA,,,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+FF+RS,BAU,X,X,SEO+TV,BAU,NL+FF+RS+SEO+TV,BAU,N or NL + TES or SEO + VF or TV  + FF or FWOF + RS or RV,BAU,49,13,Southeast region,NA,NA,Control,Passive,0,Business as usual core mathematics instruction and any school provided intervention,,,,,,,26,,2,,4.5,,None,,researcher compiled,researcher developed,1,Tutors (graduate students),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,5,4,NA,NA,1,0,0,NA,NA,-1,0,0,0,0
86,Unique,1,MI30061,IN,MWR,Main,R,Unique,NA,104,134,TO1,"Fuchs, L. S., Malone, A. S., Preacher, K. J., Fuchs, D., Wang, A. Y., & Pachmayr, R. (2019). Effects of fourth- and fifth-grade Super Solvers intervention on fraction magnitude understanding and calculation skill: A research report. Nashville, TN: Vanderbilt University.",Super Solvers (fraction magnitude intervention with word problems) vs. Control,NA,"Fuchs, Malone et al. (2019)","Fuchs, Malone et al. (2019)",2019,"Fuchs, Malone et al. (2019)",Match,Randomized Control Trial,89453_disagg,Unique,NA,YES,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Ordering Fractions,Rational Numbers,Rational Numbers Magnitude Understanding/Relative Magnitude Understanding,3,46,52,98,304,1.26,0.21978214499767437,0.04906989966555184,Super Solvers (fraction magnitude intervention with word problems) vs. Control,143,0,NA,1,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,1,1,1,1,1,1,NA,NA,1,1,NA,,,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+FF+RS,BAU,X,X,SEO+TV,BAU,NL+FF+RS+SEO+TV,BAU,N or NL + TES or SEO + VF or TV  + FF or FWOF + RS or RV,BAU,49,13,Southeast region,NA,NA,Control,Passive,0,Business as usual core mathematics instruction and any school provided intervention,,,,,,,26,,2,,4.5,,None,,researcher,researcher developed,1,Tutors (graduate students),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,5,4,NA,NA,1,0,0,NA,NA,-1,0,0,0,0
88,NA,1,MI30062,IN,MWOR,Main,R,NA,NA,283,337,TO1,"Malone, A. S., Fuchs, L. S., Sterba, S. K., Fuchs, D., & Foreman-Murray, L. (2019). Does an integrated focus on fractions and decimals improve at-risk students’ rational number magnitude performance?. Contemporary Educational Psychology, 59, 101782.",Fraction Faceoff (fraction intervention) with instruction in decimal magnitude vs. Control,NA,Malone et al. (2019),NA,2019,Malone et al. (2019),Match,Randomized Control Trial,88775,NA,NA,NO,NA,NA,NA,Secondary,NA,NA,,NA,NA,NA,"0-1 Decimal Number Line Task (Malone, Kelley, & Fuchs, 2014, adapted from Siegler et al., 2011)",Rational Numbers,Rational Numbers Magnitude Understanding/Relative Magnitude Understanding,3,76,76,152,312,0.491,0.16382294804279457,0.027108819078947365,NA,NA,0,NA,NA,1,NA,1,NA,NA,NA,1,1,1,NA,NA,1,NA,1,NA,NA,1,1,1,1,NA,1,NA,1,NA,1,NA,,,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+SE+FF+RS,BAU,X,X,TV,BAU,NL+TES+FF+RS+TV,BAU,N or NL + TES or SEO + VF or TV  + FF or FWOF + RS or RV,BAU,58,12,NA,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,,,,,21,,2,,4,,None,,researcher,researcher developed,1,Tutors (research staff),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,3,NA,NA,0,0,0,NA,NA,-1,1,0,0,0
88,NA,1,MI30062,IN,MWOR,Main,R,NA,NA,284,338,TO1,"Malone, A. S., Fuchs, L. S., Sterba, S. K., Fuchs, D., & Foreman-Murray, L. (2019). Does an integrated focus on fractions and decimals improve at-risk students’ rational number magnitude performance?. Contemporary Educational Psychology, 59, 101782.",Fraction Faceoff (fraction intervention) with instruction in decimal magnitude vs. Control,NA,Malone et al. (2019),NA,2019,Malone et al. (2019),Match,Randomized Control Trial,88775,NA,NA,NO,NA,NA,NA,Secondary,NA,NA,,NA,NA,NA,0-2 Fraction Number Line,Rational Numbers,Rational Numbers Magnitude Understanding/Relative Magnitude Understanding,3,76,76,152,313,0.919,0.16971521800345646,0.029093950657894736,NA,NA,0,NA,NA,1,NA,1,NA,NA,NA,1,1,1,NA,NA,1,NA,1,NA,NA,1,1,1,1,NA,1,NA,1,NA,1,NA,,,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+SE+FF+RS,BAU,X,X,TV,BAU,NL+TES+FF+RS+TV,BAU,N or NL + TES or SEO + VF or TV  + FF or FWOF + RS or RV,BAU,58,12,NA,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,,,,,21,,2,,4,,None,,independent,researcher developed,1,Tutors (research staff),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,3,NA,NA,0,0,0,NA,NA,-1,1,0,0,0
88,NA,1,MI30062,IN,MWOR,Main,R,NA,NA,285,339,TO1,"Malone, A. S., Fuchs, L. S., Sterba, S. K., Fuchs, D., & Foreman-Murray, L. (2019). Does an integrated focus on fractions and decimals improve at-risk students’ rational number magnitude performance?. Contemporary Educational Psychology, 59, 101782.",Fraction Faceoff (fraction intervention) with instruction in decimal magnitude vs. Control,NA,Malone et al. (2019),NA,2019,Malone et al. (2019),Match,Randomized Control Trial,88775,NA,NA,NO,NA,NA,NA,Secondary,NA,NA,,NA,NA,NA,"Decimal Magnitude Assessment—dissimilar items only (Malone et al., 2019)",Rational Numbers,Rational Numbers Magnitude Understanding/Relative Magnitude Understanding,3,76,76,152,314,0.005,0.1614092121243988,0.026315871710526316,NA,NA,0,NA,NA,1,NA,1,NA,NA,NA,1,1,1,NA,NA,1,NA,1,NA,NA,1,1,1,1,NA,1,NA,1,NA,1,NA,,,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+SE+FF+RS,BAU,X,X,TV,BAU,NL+TES+FF+RS+TV,BAU,N or NL + TES or SEO + VF or TV  + FF or FWOF + RS or RV,BAU,58,12,NA,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,,,,,21,,2,,4,,None,,researcher,researcher developed,1,Tutors (research staff),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,3,NA,NA,0,0,0,NA,NA,-1,1,0,0,0
